novice_prompt,expert_prompt
A passionate bagpipe music with wooden percussion in a muffled recording,"This traditional folk piece features a bagpipe melody played with a strong, emotive tone, accompanied by a wooden percussion section that adds a rhythmic and earthy feel to the music, with the recording quality being somewhat muffled and intimate. The bagpipe's distinctive sound is the main focus, with"
"A lively music piece with loud drums, electric guitars, and powerful female vocals, perfect for dancing at a festival.","This high-energy music piece features a driving rhythm section with a prominent drum pattern, accompanied by a distorted electric guitar melody and a powerful, energetic female vocalist, evoking a lively atmosphere that is well-suited for a festival setting. The song's tempo and instrumentation are reminiscent of a classic rock or punk"
"A simple folk tune with strings and shaker, background whistling, no singing, suitable for a village scene in a movie.","This is a traditional folk instrumental piece, characterized by a simple melody played on a string instrument, accompanied by a shaker and background whistling, evoking a serene and idyllic atmosphere, suitable for a village scene in a period drama or a romantic comedy. The acoustic instrumentation and soothing melody"
"Relaxed reggae song with male singer, chill vibes, tropical island feel.","This is a reggae song that features a male vocalist singing over a laid-back, medium tempo rhythm section with a prominent bassline, punchy snare, and shimmering hi hats, accompanied by a groovy piano chord progression that evokes a tropical island feel. The song's mellow,"
"A calm song with a spooky sound made by a theremin and piano, no singing, good for superhero slow motion scenes.","This instrumental piece features a theremin and piano accompaniment, evoking a haunting and atmospheric sound that is well-suited for a superhero slow motion scene. The theremin's wavering pitch and the piano's sustained chords create a sense of tension and foreboding, while the lack of vocals"
"A cool electric guitar demo with reverb sound, great for making catchy tunes or ads.","This is an instrumental rock music piece that features a solo electric guitar with a reverb effect, accompanied by a steady drum beat and a prominent bass line, creating a catchy and energetic atmosphere that is well-suited for use in advertisements or background music for a TV show. The guitar's reverb sound"
"A religious song with a bugle-like instrument called a shofar, playing a single note.","This is a devotional song that features a shofar, a traditional Jewish instrument, playing a single, mournful note, accompanied by a simple, repetitive melody played on a stringed instrument, likely a cello or a violin, and a steady, slow drum beat, evoking a sense"
"A song with male singer, drums, distorted guitar, and bass, suitable for a Transformers-style movie.","This high-energy action track features a male vocalist delivering a powerful, aggressive performance over a driving rhythm section, with a prominent distorted electric guitar and a strong, pulsing bass line, evoking a sense of intense action and high-stakes adventure, suitable for a Transformers-style movie. The song's energetic"
"A guy sings with guitars, drums, and bass at a local festival.","This live performance features a male vocalist accompanied by a guitar-driven melody, a steady drum beat, and a strong bass line, creating an energetic atmosphere that is well-suited for a local festival setting. The music is a high-energy rock piece with a driving rhythm and a catchy guitar riff, likely performed"
"A song with multiple female voices singing together, drums and bass guitar keeping the beat, and strings joining in later.","This is a choral piece with a female vocal ensemble singing in harmony, accompanied by a driving rhythm section featuring a strong drum beat and a prominent bass guitar line, with the addition of lush string accompaniment later in the piece. The overall sound is a classic example of a pop or rock ch"
"A gentle saxophone melody for a documentary soundtrack, sounds like a cello, great for nature scenes.","This is a melancholic instrumental piece that features a solo saxophone melody accompanied by a cello-like sound, evoking a soothing atmosphere that would be well-suited for a documentary soundtrack, particularly in scenes depicting serene nature settings. The piece's mellow and contemplative mood is reminiscent of a classical"
